,student_id,gender,age,prior_education,course_of_studies,year_of_study,nationality,parent_one_nationality,parent_two_nationality,parent_one_occupation,parent_two_occupation,previous_international_experience,languages
874,10000874,I would rather not say,22,Gymnasium,International business,2,Korean,Chinese,German,Taxi driver,Engineer,Gap year,"['English', 'Korean']"
875,10000875,I would rather not say,19,MBO,International business,4,Chinese,USA,Belgium,Politician,,Internship in a foreign country,"['English', 'Mandarin']"
876,10000876,I would rather not say,24,MBO,International business,2,Belgium,Spain,Chinese,,Doctor,Exchange student,"['English', 'French']"
877,10000877,Male,20,Gymnasium,International business,1,Chinese,Belgium,Spain,Gardener,Engineer,Worked in a foreign country,"['English', 'Mandarin']"
878,10000878,I would rather not say,24,VWO,International business,3,USA,Korean,South-African,Politician,Taxi driver,Internship in a foreign country,"['English', 'Spanish']"
879,10000879,I would rather not say,20,HAVO,International business,4,Korean,British,Korean,Life coach,Life coach,,"['English', 'Korean']"
880,10000880,Male,24,Gymnasium,International business,2,Spain,USA,USA,Engineer,,Gap year,"['English', 'Spanish']"
881,10000881,Male,21,VWO,International business,3,Spain,Dutch,German,Marine,Marine,Exchange student,"['English', 'Spanish']"
882,10000882,I would rather not say,20,Gymnasium,International business,2,German,Dutch,German,Marine,Doctor,Exchange student,"['English', 'German']"
883,10000883,Female,20,HAVO,International business,4,Korean,Dutch,Belgium,Marine,,Worked in a foreign country,"['English', 'Korean']"
884,10000884,Male,22,Gymnasium,International business,1,South-African,Japanese,Japanese,Politician,Politician,Gap year,"['Dutch', 'English']"
885,10000885,Male,18,MBO,International business,2,Belgium,Chinese,Japanese,Doctor,Gardener,Exchange student,"['English', 'French']"
886,10000886,I would rather not say,18,MBO,International business,2,Korean,South-African,Belgium,Engineer,,Gap year,"['English', 'Korean']"
887,10000887,I would rather not say,17,VWO,International business,0,Dutch,South-African,USA,Gardener,,Exchange student,"['Dutch', 'English', 'German']"
888,10000888,Male,20,MBO,International business,2,Japanese,German,German,Taxi driver,,Worked in a foreign country,"['English', 'Japanese']"
889,10000889,I would rather not say,19,HAVO,International business,1,Chinese,Japanese,Belgium,Life coach,Politician,Worked in a foreign country,"['English', 'Mandarin']"
890,10000890,I would rather not say,24,VWO,International business,4,British,Korean,Korean,Gardener,Politician,Exchange student,['English']
891,10000891,I would rather not say,22,HAVO,International business,3,USA,Dutch,Korean,Life coach,Politician,,"['English', 'Spanish']"
892,10000892,I would rather not say,17,MBO,International business,0,British,German,Chinese,Life coach,Life coach,Internship in a foreign country,['English']
893,10000893,I would rather not say,21,Gymnasium,International business,3,Japanese,Korean,German,Politician,Politician,Worked in a foreign country,"['English', 'Japanese']"
894,10000894,I would rather not say,23,VWO,International business,1,Japanese,Korean,British,Marine,Doctor,Gap year,"['English', 'Japanese']"
895,10000895,Male,19,HAVO,International business,0,British,Chinese,Chinese,Gardener,Gardener,Worked in a foreign country,['English']
896,10000896,I would rather not say,19,VWO,International business,2,South-African,USA,USA,Gardener,,Exchange student,"['Dutch', 'English']"
897,10000897,Male,21,VWO,International business,0,Japanese,South-African,Spain,,,Internship in a foreign country,"['English', 'Japanese']"
898,10000898,I would rather not say,23,VWO,International business,2,Dutch,USA,USA,Marine,Engineer,Internship in a foreign country,"['Dutch', 'English', 'German']"
899,10000899,I would rather not say,21,MBO,International business,3,Japanese,South-African,Spain,Gardener,Gardener,Worked in a foreign country,"['English', 'Japanese']"
900,10000900,I would rather not say,22,HAVO,International business,0,Belgium,Dutch,Chinese,Politician,,Gap year,"['English', 'French']"
901,10000901,I would rather not say,17,HAVO,International business,2,Japanese,South-African,Spain,,Marine,Internship in a foreign country,"['English', 'Japanese']"
902,10000902,I would rather not say,21,VWO,International business,0,Belgium,Japanese,Japanese,,Gardener,Internship in a foreign country,"['English', 'French']"
903,10000903,I would rather not say,19,Gymnasium,International business,4,Korean,Belgium,Chinese,,Politician,,"['English', 'Korean']"
904,10000904,I would rather not say,19,HAVO,International business,4,Dutch,USA,USA,Life coach,Politician,Internship in a foreign country,"['Dutch', 'English']"
905,10000905,I would rather not say,21,MBO,International business,4,Korean,USA,USA,Gardener,,Exchange student,"['English', 'Korean']"
906,10000906,I would rather not say,17,VWO,International business,4,British,South-African,German,Marine,,Exchange student,['English']
907,10000907,I would rather not say,22,Gymnasium,International business,1,Korean,British,British,Taxi driver,Taxi driver,,"['English', 'Korean']"
908,10000908,Male,19,MBO,International business,2,Chinese,Japanese,Dutch,Doctor,Politician,Gap year,"['English', 'Mandarin']"
909,10000909,I would rather not say,23,HAVO,International business,0,Chinese,USA,Korean,,Engineer,Internship in a foreign country,"['English', 'Mandarin']"
910,10000910,I would rather not say,19,VWO,International business,0,Chinese,Dutch,German,Gardener,Politician,Worked in a foreign country,"['English', 'Mandarin']"
911,10000911,I would rather not say,24,Gymnasium,International business,2,Belgium,USA,Korean,Engineer,Taxi driver,Gap year,"['English', 'French']"
912,10000912,I would rather not say,19,MBO,International business,3,British,Spain,British,Gardener,Life coach,Internship in a foreign country,['English']
913,10000913,I would rather not say,20,VWO,International business,3,Korean,Spain,Chinese,Engineer,Taxi driver,Worked in a foreign country,"['English', 'Korean']"
914,10000914,I would rather not say,20,HAVO,International business,2,South-African,Japanese,Dutch,Politician,Taxi driver,Internship in a foreign country,"['Dutch', 'English']"
915,10000915,I would rather not say,17,HAVO,International business,2,Belgium,Dutch,Belgium,Taxi driver,Taxi driver,,"['English', 'English', 'French']"
916,10000916,I would rather not say,23,Gymnasium,International business,2,Korean,German,British,Politician,Gardener,Worked in a foreign country,"['English', 'Korean']"
917,10000917,I would rather not say,17,HAVO,International business,1,Dutch,German,USA,Life coach,Engineer,Exchange student,"['Dutch', 'English', 'German']"
918,10000918,I would rather not say,20,MBO,International business,3,USA,Belgium,Spain,Taxi driver,Gardener,,['English']
919,10000919,I would rather not say,20,HAVO,International business,3,Japanese,Korean,Japanese,Life coach,Gardener,,"['English', 'Japanese']"
920,10000920,I would rather not say,20,Gymnasium,International business,0,South-African,Chinese,USA,,Doctor,Gap year,"['Dutch', 'English']"
921,10000921,I would rather not say,17,HAVO,International business,3,Chinese,South-African,British,Doctor,Taxi driver,Exchange student,"['English', 'Mandarin']"
922,10000922,I would rather not say,24,MBO,International business,1,Chinese,South-African,Dutch,Doctor,Engineer,Worked in a foreign country,"['English', 'Mandarin']"
923,10000923,I would rather not say,21,HAVO,International business,4,Chinese,Japanese,Korean,Life coach,Gardener,Exchange student,"['English', 'Mandarin']"
924,10000924,I would rather not say,18,VWO,International business,1,Korean,Chinese,German,Taxi driver,Marine,Worked in a foreign country,"['English', 'Korean']"
925,10000925,I would rather not say,23,HAVO,International business,0,Dutch,British,Chinese,Politician,,Gap year,"['Dutch', 'English']"
926,10000926,I would rather not say,21,MBO,International business,3,British,Dutch,German,Marine,,Exchange student,['English']
927,10000927,I would rather not say,22,HAVO,International business,4,Dutch,Spain,South-African,Doctor,Politician,Internship in a foreign country,"['Dutch', 'English', 'German']"
928,10000928,I would rather not say,20,HAVO,International business,3,Spain,Dutch,British,Life coach,Doctor,Gap year,"['English', 'Spanish']"
929,10000929,I would rather not say,24,HAVO,International business,0,USA,Korean,USA,Engineer,Engineer,Internship in a foreign country,['English']
930,10000930,I would rather not say,24,Gymnasium,International business,4,Korean,South-African,Belgium,Taxi driver,Gardener,Internship in a foreign country,"['English', 'Korean']"
931,10000931,I would rather not say,22,MBO,International business,0,Japanese,British,Chinese,Gardener,Doctor,,"['English', 'Japanese']"
932,10000932,Male,20,MBO,International business,1,South-African,British,USA,Engineer,Engineer,Exchange student,"['Dutch', 'English']"
933,10000933,I would rather not say,21,MBO,International business,3,Chinese,Chinese,USA,Life coach,Life coach,Gap year,"['English', 'Mandarin']"
934,10000934,I would rather not say,19,VWO,International business,3,South-African,Chinese,Dutch,Taxi driver,Engineer,,"['Dutch', 'English']"
935,10000935,I would rather not say,24,Gymnasium,International business,2,Dutch,South-African,German,Doctor,Taxi driver,,"['Dutch', 'English', 'German']"
936,10000936,I would rather not say,19,VWO,International business,1,Belgium,Chinese,British,Life coach,Engineer,Worked in a foreign country,"['English', 'English', 'French', 'German']"
937,10000937,I would rather not say,24,HAVO,International business,3,German,Japanese,Korean,Engineer,,Worked in a foreign country,"['English', 'German']"
938,10000938,I would rather not say,22,MBO,International business,1,Belgium,British,British,Gardener,Marine,,"['English', 'French']"
939,10000939,Male,17,HAVO,International business,1,Dutch,Japanese,Dutch,Taxi driver,Marine,,"['Dutch', 'English']"
940,10000940,I would rather not say,20,VWO,International business,4,Belgium,Korean,British,Gardener,Life coach,Internship in a foreign country,"['English', 'English', 'French', 'German']"
941,10000941,I would rather not say,21,MBO,International business,1,Belgium,Korean,Belgium,Taxi driver,Politician,Worked in a foreign country,"['English', 'English', 'French', 'German']"
942,10000942,Male,20,HAVO,International business,4,Japanese,USA,Chinese,Engineer,Gardener,Internship in a foreign country,"['English', 'Japanese']"
943,10000943,I would rather not say,24,Gymnasium,International business,4,Belgium,USA,Chinese,Life coach,Doctor,Internship in a foreign country,['English']
944,10000944,I would rather not say,19,Gymnasium,International business,3,South-African,Dutch,Japanese,Gardener,Politician,Worked in a foreign country,"['Dutch', 'English']"
945,10000945,I would rather not say,24,HAVO,International business,3,USA,Dutch,Dutch,Marine,Taxi driver,Internship in a foreign country,['English']
946,10000946,Male,19,VWO,International business,4,Spain,Chinese,South-African,Engineer,Taxi driver,Worked in a foreign country,"['English', 'Spanish']"
947,10000947,I would rather not say,22,HAVO,International business,2,Chinese,South-African,Spain,Marine,Doctor,Internship in a foreign country,"['English', 'Mandarin']"
948,10000948,I would rather not say,18,HAVO,International business,1,German,Spain,Korean,Gardener,Doctor,Worked in a foreign country,"['English', 'German']"
949,10000949,Male,22,HAVO,International business,0,British,South-African,South-African,Doctor,Engineer,Worked in a foreign country,['English']
950,10000950,I would rather not say,19,HAVO,International business,2,Belgium,British,German,Engineer,Engineer,,"['English', 'English', 'French']"
951,10000951,Female,18,MBO,International business,2,German,Spain,USA,Engineer,Taxi driver,Gap year,"['English', 'German']"
952,10000952,I would rather not say,17,Gymnasium,International business,3,USA,Korean,Korean,,Politician,,['English']
953,10000953,I would rather not say,20,VWO,International business,2,Belgium,Dutch,Chinese,Politician,Engineer,Exchange student,"['English', 'French']"
954,10000954,I would rather not say,24,Gymnasium,International business,2,German,Dutch,Japanese,Life coach,Life coach,Gap year,"['English', 'German', 'French']"
955,10000955,I would rather not say,20,Gymnasium,International business,1,Dutch,Chinese,British,,Politician,Gap year,"['Dutch', 'English', 'German']"
956,10000956,Female,23,Gymnasium,International business,4,South-African,British,German,Politician,Doctor,Gap year,"['Dutch', 'English']"
957,10000957,I would rather not say,18,MBO,International business,2,British,Japanese,South-African,Taxi driver,,Exchange student,['English']
958,10000958,I would rather not say,21,HAVO,International business,2,German,Dutch,Chinese,Taxi driver,,Internship in a foreign country,"['English', 'German', 'French']"
959,10000959,I would rather not say,18,HAVO,International business,4,South-African,German,Chinese,Politician,Doctor,Worked in a foreign country,"['Dutch', 'English']"
960,10000960,Female,22,Gymnasium,International business,0,Spain,USA,British,Engineer,Gardener,Exchange student,"['English', 'Spanish']"
961,10000961,I would rather not say,17,HAVO,International business,3,Chinese,German,USA,,Politician,Internship in a foreign country,"['English', 'Mandarin']"
962,10000962,I would rather not say,23,Gymnasium,International business,4,Japanese,German,German,Taxi driver,Life coach,Internship in a foreign country,"['English', 'Japanese']"
963,10000963,I would rather not say,17,MBO,International business,4,Dutch,Dutch,Belgium,Taxi driver,,,"['Dutch', 'English', 'German']"
964,10000964,I would rather not say,23,MBO,International business,4,Belgium,Chinese,USA,Gardener,Politician,Gap year,"['English', 'French', 'German']"
965,10000965,I would rather not say,18,Gymnasium,International business,1,Chinese,Spain,USA,,Marine,Worked in a foreign country,"['English', 'Mandarin']"
966,10000966,I would rather not say,24,MBO,International business,1,USA,Korean,British,Gardener,Taxi driver,Internship in a foreign country,['English']
967,10000967,I would rather not say,22,Gymnasium,International business,1,Spain,Dutch,Korean,Taxi driver,Taxi driver,Exchange student,"['English', 'Spanish']"
968,10000968,I would rather not say,18,HAVO,International business,3,German,Chinese,Belgium,Taxi driver,Life coach,Internship in a foreign country,"['English', 'German']"
969,10000969,I would rather not say,19,HAVO,International business,1,Spain,Japanese,British,Gardener,Politician,Gap year,"['English', 'Spanish']"
970,10000970,I would rather not say,23,MBO,International business,1,German,Chinese,German,Gardener,Life coach,Worked in a foreign country,"['English', 'German']"
971,10000971,I would rather not say,21,MBO,International business,4,South-African,Korean,Spain,Gardener,Marine,Gap year,"['Dutch', 'English']"
972,10000972,I would rather not say,18,Gymnasium,International business,2,Chinese,Belgium,USA,Doctor,Engineer,Exchange student,"['English', 'Mandarin']"
973,10000973,I would rather not say,20,VWO,International business,3,South-African,Korean,Korean,Marine,Doctor,Exchange student,"['Dutch', 'English']"
974,10000974,I would rather not say,19,MBO,International business,1,Japanese,Belgium,Spain,,Doctor,Gap year,"['English', 'Japanese']"
975,10000975,I would rather not say,18,MBO,International business,2,German,Spain,Korean,Doctor,Gardener,Internship in a foreign country,"['English', 'German']"
976,10000976,I would rather not say,21,HAVO,International business,2,Belgium,Chinese,British,Life coach,Taxi driver,Gap year,"['English', 'French']"
977,10000977,I would rather not say,22,Gymnasium,International business,0,Japanese,Chinese,British,Politician,Doctor,Internship in a foreign country,"['English', 'Japanese']"
978,10000978,I would rather not say,22,Gymnasium,International business,3,Korean,German,South-African,Engineer,Gardener,Exchange student,"['English', 'Korean']"
979,10000979,I would rather not say,17,Gymnasium,International business,3,USA,Belgium,Belgium,Taxi driver,,,['English']
980,10000980,I would rather not say,22,HAVO,International business,2,USA,Chinese,USA,Life coach,Doctor,Exchange student,['English']
981,10000981,I would rather not say,19,HAVO,International business,0,USA,Japanese,Dutch,Politician,Taxi driver,Exchange student,['English']
982,10000982,I would rather not say,24,MBO,International business,0,South-African,Korean,Japanese,Engineer,Doctor,,"['Dutch', 'English']"
983,10000983,I would rather not say,24,Gymnasium,International business,1,Spain,Belgium,Korean,Marine,Life coach,,"['English', 'Spanish']"
984,10000984,I would rather not say,20,Gymnasium,International business,0,Japanese,Dutch,British,Taxi driver,Marine,Gap year,"['English', 'Japanese']"
985,10000985,I would rather not say,17,HAVO,International business,1,Dutch,British,Spain,Life coach,,Internship in a foreign country,"['Dutch', 'English', 'German']"
986,10000986,I would rather not say,19,HAVO,International business,0,German,South-African,Spain,Taxi driver,Doctor,Exchange student,"['English', 'German']"
987,10000987,I would rather not say,18,MBO,International business,1,USA,USA,German,Life coach,,Worked in a foreign country,['English']
988,10000988,I would rather not say,18,VWO,International business,2,Chinese,Korean,Japanese,Taxi driver,Life coach,Exchange student,"['English', 'Mandarin']"
989,10000989,I would rather not say,21,MBO,International business,3,Chinese,British,Chinese,Politician,Doctor,Internship in a foreign country,"['English', 'Mandarin']"
990,10000990,I would rather not say,21,VWO,International business,0,German,South-African,South-African,Politician,Engineer,,"['English', 'German']"
991,10000991,I would rather not say,20,Gymnasium,International business,3,USA,Dutch,Chinese,Gardener,Marine,Internship in a foreign country,"['English', 'Spanish']"
992,10000992,I would rather not say,22,Gymnasium,International business,3,Spain,Spain,Belgium,Politician,,Exchange student,"['English', 'Spanish']"
993,10000993,I would rather not say,21,MBO,International business,2,Dutch,British,Chinese,Engineer,Engineer,Exchange student,"['Dutch', 'English', 'German']"
994,10000994,I would rather not say,22,MBO,International business,4,Dutch,Belgium,Japanese,Doctor,Politician,Worked in a foreign country,"['Dutch', 'English', 'German']"
995,10000995,I would rather not say,20,MBO,International business,0,Spain,Japanese,South-African,,Doctor,Gap year,"['English', 'Spanish']"
996,10000996,I would rather not say,18,Gymnasium,International business,2,Korean,South-African,Belgium,Politician,Engineer,,"['English', 'Korean']"
997,10000997,I would rather not say,21,VWO,International business,0,Belgium,Dutch,Japanese,Life coach,Engineer,Exchange student,"['English', 'French']"
998,10000998,I would rather not say,18,VWO,International business,1,British,USA,Spain,Politician,Engineer,Internship in a foreign country,['English']
999,10000999,I would rather not say,17,Gymnasium,International business,3,British,German,Korean,Life coach,Marine,,['English']
